decimalLatitude,decimalLongitude,species,kingdom
47.10838,7.27395,Agrostis stolonifera,Plantae
47.10838,7.27395,Prunella vulgaris,Plantae
47.10838,7.27395,Juncus articulatus,Plantae
47.10838,7.27395,Salix triandra,Plantae
47.10838,7.27395,Holcus lanatus,Plantae
47.10838,7.27395,Clematis vitalba,Plantae
47.10838,7.27395,Quercus robur,Plantae
47.10838,7.27395,Scrophularia canina,Plantae
47.10838,7.27395,Melilotus albus,Plantae
47.10838,7.27395,Ulmus glabra,Plantae
47.10838,7.27395,Hypochaeris radicata,Plantae
47.10838,7.27395,Acer campestre,Plantae
47.10838,7.27395,Potentilla reptans,Plantae
47.10838,7.27395,Populus alba,Plantae
47.10838,7.27395,Hypochaeris radicata,Plantae
47.10838,7.27395,Calystegia sepium,Plantae
47.10838,7.27395,Brachypodium pinnatum,Plantae
47.10838,7.27395,Rumex conglomeratus,Plantae
47.10838,7.27395,Glechoma hederacea,Plantae
47.10838,7.27395,Typha latifolia,Plantae
47.10838,7.27395,Cirsium oleraceum,Plantae
47.10838,7.27395,Salix purpurea,Plantae
47.10838,7.27395,Lythrum salicaria,Plantae
47.10838,7.27395,Eleocharis palustris,Plantae
47.10838,7.27395,Trifolium repens,Plantae
47.10838,7.27395,Hedera helix,Plantae
47.10838,7.27395,Verbascum thapsus,Plantae
47.10838,7.27395,Populus alba,Plantae
47.10838,7.27395,Eleocharis palustris,Plantae
47.10838,7.27395,Pilosella officinarum,Plantae
47.10838,7.27395,Betula pendula,Plantae
47.10838,7.27395,Salix alba,Plantae
47.10838,7.27395,Angelica sylvestris,Plantae
47.10838,7.27395,Rumex obtusifolius,Plantae
47.10838,7.27395,Glyceria notata,Plantae
47.10838,7.27395,Veronica beccabunga,Plantae
47.10838,7.27395,Cirsium palustre,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Melica nutans,Plantae
47.10838,7.27395,Epilobium hirsutum,Plantae
47.10838,7.27395,Typha latifolia,Plantae
47.10838,7.27395,Pilosella officinarum,Plantae
47.10838,7.27395,Vicia cracca,Plantae
47.10838,7.27395,Potamogeton nodosus,Plantae
47.10838,7.27395,Poa trivialis,Plantae
47.10838,7.27395,Holcus lanatus,Plantae
47.10838,7.27395,Brachypodium pinnatum,Plantae
47.10838,7.27395,Salix caprea,Plantae
47.10838,7.27395,Barbarea vulgaris,Plantae
47.10838,7.27395,Ranunculus repens,Plantae
47.10838,7.27395,Galium aparine,Plantae
47.10838,7.27395,Trifolium repens,Plantae
47.10838,7.27395,Populus alba,Plantae
47.10838,7.27395,Carex sylvatica,Plantae
47.10838,7.27395,Populus alba,Plantae
47.10838,7.27395,Salix alba,Plantae
47.10838,7.27395,Erigeron canadensis,Plantae
47.10838,7.27395,Geum urbanum,Plantae
47.10838,7.27395,Tussilago farfara,Plantae
47.10838,7.27395,Plantago major,Plantae
47.10838,7.27395,Crepis vesicaria,Plantae
47.10838,7.27395,Pinus sylvestris,Plantae
47.10838,7.27395,Geum urbanum,Plantae
47.10838,7.27395,Agrostis stolonifera,Plantae
47.10838,7.27395,Lactuca serriola,Plantae
47.10838,7.27395,Epilobium hirsutum,Plantae
47.10838,7.27395,Plantago major,Plantae
47.10838,7.27395,Hypericum tetrapterum,Plantae
47.10838,7.27395,Carex acutiformis,Plantae
47.10838,7.27395,Plantago major,Plantae
47.10838,7.27395,Galium album,Plantae
47.10838,7.27395,Carex flacca,Plantae
47.10838,7.27395,Origanum vulgare,Plantae
47.10838,7.27395,Juncus inflexus,Plantae
47.10838,7.27395,Cirsium arvense,Plantae
47.10838,7.27395,Sonchus asper,Plantae
47.10838,7.27395,Oxalis corniculata,Plantae
47.10838,7.27395,Cirsium oleraceum,Plantae
47.10838,7.27395,Ulmus glabra,Plantae
47.10838,7.27395,Quercus robur,Plantae
47.10838,7.27395,Hypericum perforatum,Plantae
47.10838,7.27395,Persicaria hydropiper,Plantae
47.10838,7.27395,Filipendula ulmaria,Plantae
47.10838,7.27395,Trifolium dubium,Plantae
47.10838,7.27395,Poa annua,Plantae
47.10838,7.27395,Hypochaeris radicata,Plantae
47.10838,7.27395,Carex flacca,Plantae
47.10838,7.27395,Poa trivialis,Plantae
47.10838,7.27395,Hippocrepis comosa,Plantae
47.10838,7.27395,Trifolium pratense,Plantae
47.10838,7.27395,Quercus robur,Plantae
47.10838,7.27395,Ligustrum vulgare,Plantae
47.10838,7.27395,Cirsium vulgare,Plantae
47.10838,7.27395,Phragmites australis,Plantae
47.10838,7.27395,Cirsium vulgare,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Verbena officinalis,Plantae
47.10838,7.27395,Ranunculus repens,Plantae
47.10838,7.27395,Juncus articulatus,Plantae
47.10838,7.27395,Echinochloa crus-galli,Plantae
47.10838,7.27395,Stachys sylvatica,Plantae
47.10838,7.27395,Plantago lanceolata,Plantae
47.10838,7.27395,Hypericum perforatum,Plantae
47.10838,7.27395,Pinus sylvestris,Plantae
47.10838,7.27395,Frangula alnus,Plantae
47.10838,7.27395,Carex alba,Plantae
47.10838,7.27395,Sonchus asper,Plantae
47.10838,7.27395,Knautia arvensis,Plantae
47.10838,7.27395,Juncus articulatus,Plantae
47.10838,7.27395,Lonicera xylosteum,Plantae
47.10838,7.27395,Carex flacca,Plantae
47.10838,7.27395,Tussilago farfara,Plantae
47.10838,7.27395,Prunus spinosa,Plantae
47.10838,7.27395,Heracleum sphondylium,Plantae
47.10838,7.27395,Sonchus asper,Plantae
47.10838,7.27395,Phragmites australis,Plantae
47.10838,7.27395,Holcus lanatus,Plantae
47.10838,7.27395,Phalaris arundinacea,Plantae
47.10838,7.27395,Fragaria vesca,Plantae
47.10838,7.27395,Verbascum thapsus,Plantae
47.10838,7.27395,Scirpus sylvaticus,Plantae
47.10838,7.27395,Juncus inflexus,Plantae
47.10838,7.27395,Erigeron canadensis,Plantae
47.10838,7.27395,Chaenorhinum minus,Plantae
47.10838,7.27395,Juncus inflexus,Plantae
47.10838,7.27395,Brachypodium pinnatum,Plantae
47.10838,7.27395,Potentilla reptans,Plantae
47.10838,7.27395,Glechoma hederacea,Plantae
47.10838,7.27395,Phragmites australis,Plantae
47.10838,7.27395,Pilosella officinarum,Plantae
47.10838,7.27395,Origanum vulgare,Plantae
47.10838,7.27395,Bromus erectus,Plantae
47.10838,7.27395,Tussilago farfara,Plantae
47.10838,7.27395,Salix purpurea,Plantae
47.10838,7.27395,Juncus articulatus,Plantae
47.10838,7.27395,Clematis vitalba,Plantae
47.10838,7.27395,Carex flava,Plantae
47.10838,7.27395,Phalaris arundinacea,Plantae
47.10838,7.27395,Heracleum sphondylium,Plantae
47.10838,7.27395,Vinca minor,Plantae
47.10838,7.27395,Molinia arundinacea,Plantae
47.10838,7.27395,Fagus sylvatica,Plantae
47.10838,7.27395,Brachypodium sylvaticum,Plantae
47.10838,7.27395,Trifolium pratense,Plantae
47.10838,7.27395,Plantago major,Plantae
47.10838,7.27395,Salix caprea,Plantae
47.10838,7.27395,Hypochaeris radicata,Plantae
47.10838,7.27395,Cirsium vulgare,Plantae
47.10838,7.27395,Carex elata,Plantae
47.10838,7.27395,Tussilago farfara,Plantae
47.10838,7.27395,Carex alba,Plantae
47.10838,7.27395,Stachys sylvatica,Plantae
47.10838,7.27395,Eupatorium cannabinum,Plantae
47.10838,7.27395,Viola reichenbachiana,Plantae
47.10838,7.27395,Carex acutiformis,Plantae
47.10838,7.27395,Sonchus asper,Plantae
47.10838,7.27395,Stachys sylvatica,Plantae
47.10838,7.27395,Picea abies,Plantae
47.10838,7.27395,Euonymus europaeus,Plantae
47.10838,7.27395,Acer pseudoplatanus,Plantae
47.10838,7.27395,Galium album,Plantae
47.10838,7.27395,Solanum nigrum,Plantae
47.10838,7.27395,Mentha longifolia,Plantae
47.10838,7.27395,Carex flava,Plantae
47.10838,7.27395,Carex flacca,Plantae
47.10838,7.27395,Agrostis stolonifera,Plantae
47.10838,7.27395,Populus canadensis,Plantae
47.10838,7.27395,Geum urbanum,Plantae
47.10838,7.27395,Trifolium pratense,Plantae
47.10838,7.27395,Calystegia sepium,Plantae
47.10838,7.27395,Urtica dioica,Plantae
47.10838,7.27395,Mentha aquatica,Plantae
47.10838,7.27395,Carex flacca,Plantae
47.10838,7.27395,Verbena officinalis,Plantae
47.10838,7.27395,Salix purpurea,Plantae
47.10838,7.27395,Molinia arundinacea,Plantae
47.10838,7.27395,Cirsium arvense,Plantae
47.10838,7.27395,Agrostis stolonifera,Plantae
47.10838,7.27395,Mentha longifolia,Plantae
47.10838,7.27395,Deschampsia cespitosa,Plantae
47.10838,7.27395,Brachypodium pinnatum,Plantae
47.10838,7.27395,Populus alba,Plantae
47.10838,7.27395,Hypericum perforatum,Plantae
47.10838,7.27395,Acer pseudoplatanus,Plantae
47.10838,7.27395,Potentilla reptans,Plantae
47.10838,7.27395,Crepis vesicaria,Plantae
47.10838,7.27395,Salix eleagnos,Plantae
47.10838,7.27395,Juncus articulatus,Plantae
47.10838,7.27395,Salix eleagnos,Plantae
47.10838,7.27395,Mentha aquatica,Plantae
47.10838,7.27395,Crataegus monogyna,Plantae
47.10838,7.27395,Trifolium repens,Plantae
47.10838,7.27395,Clematis vitalba,Plantae
47.10838,7.27395,Poa trivialis,Plantae
47.10838,7.27395,Verbena officinalis,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.10838,7.27395,Betula pendula,Plantae
47.10838,7.27395,Salix caprea,Plantae
47.10838,7.27395,Euphorbia amygdaloides,Plantae
47.10838,7.27395,Solanum dulcamara,Plantae
47.10838,7.27395,Phalaris arundinacea,Plantae
47.10838,7.27395,Euphorbia amygdaloides,Plantae
47.10838,7.27395,Equisetum arvense,Plantae
47.10838,7.27395,Trifolium repens,Plantae
47.10838,7.27395,Carex alba,Plantae
47.10838,7.27395,Viburnum lantana,Plantae
47.10838,7.27395,Brachypodium pinnatum,Plantae
47.10838,7.27395,Salix triandra,Plantae
47.10838,7.27395,Fragaria vesca,Plantae
47.10838,7.27395,Phragmites australis,Plantae
47.10838,7.27395,Phalaris arundinacea,Plantae
47.10838,7.27395,Dipsacus fullonum,Plantae
47.10838,7.27395,Bromus hordeaceus,Plantae
47.10838,7.27395,Ulmus glabra,Plantae
47.10838,7.27395,Populus canadensis,Plantae
47.10838,7.27395,Hypochaeris radicata,Plantae
47.10838,7.27395,Arrhenatherum elatius,Plantae
47.10838,7.27395,Prunella vulgaris,Plantae
47.10838,7.27395,Equisetum hyemale,Plantae
47.10838,7.27395,Salix purpurea,Plantae
47.10838,7.27395,Molinia arundinacea,Plantae
47.10838,7.27395,Equisetum hyemale,Plantae
47.10838,7.27395,Trisetum flavescens,Plantae
47.10838,7.27395,Plantago lanceolata,Plantae
47.10838,7.27395,Calystegia sepium,Plantae
47.10838,7.27395,Verbascum thapsus,Plantae
47.10838,7.27395,Populus tremula,Plantae
47.10838,7.27395,Berberis vulgaris,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.10838,7.27395,Scrophularia nodosa,Plantae
47.10838,7.27395,Scrophularia nodosa,Plantae
47.10838,7.27395,Odontites vulgaris,Plantae
47.10838,7.27395,Eupatorium cannabinum,Plantae
47.10838,7.27395,Epilobium hirsutum,Plantae
47.10838,7.27395,Lonicera xylosteum,Plantae
47.10838,7.27395,Origanum vulgare,Plantae
47.10838,7.27395,Erigeron canadensis,Plantae
47.10838,7.27395,Galium album,Plantae
47.10838,7.27395,Calystegia sepium,Plantae
47.10838,7.27395,Lythrum salicaria,Plantae
47.10838,7.27395,Carex pendula,Plantae
47.10838,7.27395,Scirpus sylvaticus,Plantae
47.10838,7.27395,Bellis perennis,Plantae
47.10838,7.27395,Veronica beccabunga,Plantae
47.10838,7.27395,Sonchus asper,Plantae
47.10838,7.27395,Jacobaea vulgaris,Plantae
47.10838,7.27395,Odontites vulgaris,Plantae
47.10838,7.27395,Clematis vitalba,Plantae
47.10838,7.27395,Brachypodium pinnatum,Plantae
47.10838,7.27395,Silene vulgaris,Plantae
47.10838,7.27395,Typha latifolia,Plantae
47.10838,7.27395,Poa trivialis,Plantae
47.10838,7.27395,Glechoma hederacea,Plantae
47.10838,7.27395,Lonicera xylosteum,Plantae
47.10838,7.27395,Potamogeton pusillus,Plantae
47.10838,7.27395,Erigeron canadensis,Plantae
47.10838,7.27395,Salix caprea,Plantae
47.10838,7.27395,Hedera helix,Plantae
47.10838,7.27395,Salix caprea,Plantae
47.10838,7.27395,Lysimachia vulgaris,Plantae
47.10838,7.27395,Clematis vitalba,Plantae
47.10838,7.27395,Trifolium pratense,Plantae
47.10838,7.27395,Poa trivialis,Plantae
47.10838,7.27395,Cirsium vulgare,Plantae
47.10838,7.27395,Geum urbanum,Plantae
47.10838,7.27395,Verbascum thapsus,Plantae
47.10838,7.27395,Eupatorium cannabinum,Plantae
47.10838,7.27395,Betula pendula,Plantae
47.10838,7.27395,Tanacetum vulgare,Plantae
47.10838,7.27395,Pinus sylvestris,Plantae
47.10838,7.27395,Eupatorium cannabinum,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.10838,7.27395,Hedera helix,Plantae
47.10838,7.27395,Carex remota,Plantae
47.10838,7.27395,Geranium robertianum,Plantae
47.10838,7.27395,Ulmus glabra,Plantae
47.10838,7.27395,Euonymus europaeus,Plantae
47.10838,7.27395,Berberis vulgaris,Plantae
47.10838,7.27395,Symphytum officinale,Plantae
47.10838,7.27395,Picea abies,Plantae
47.10838,7.27395,Daucus carota,Plantae
47.10838,7.27395,Quercus robur,Plantae
47.10838,7.27395,Glechoma hederacea,Plantae
47.10838,7.27395,Carex pendula,Plantae
47.10838,7.27395,Juncus inflexus,Plantae
47.10838,7.27395,Alnus glutinosa,Plantae
47.10838,7.27395,Salix caprea,Plantae
47.10838,7.27395,Mentha longifolia,Plantae
47.10838,7.27395,Agrostis gigantea,Plantae
47.10838,7.27395,Poterium sanguisorba,Plantae
47.10838,7.27395,Melilotus officinalis,Plantae
47.10838,7.27395,Pinus sylvestris,Plantae
47.10838,7.27395,Galium album,Plantae
47.10838,7.27395,Populus canadensis,Plantae
47.10838,7.27395,Cirsium vulgare,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.10838,7.27395,Galium album,Plantae
47.10838,7.27395,Lonicera xylosteum,Plantae
47.10838,7.27395,Sonchus oleraceus,Plantae
47.10838,7.27395,Phalaris arundinacea,Plantae
47.10838,7.27395,Carex pendula,Plantae
47.10838,7.27395,Tussilago farfara,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.10838,7.27395,Stachys sylvatica,Plantae
47.10838,7.27395,Phalaris arundinacea,Plantae
47.10838,7.27395,Crepis biennis,Plantae
47.10838,7.27395,Geranium robertianum,Plantae
47.10838,7.27395,Carex flacca,Plantae
47.10838,7.27395,Glechoma hederacea,Plantae
47.10838,7.27395,Viburnum lantana,Plantae
47.10838,7.27395,Mentha aquatica,Plantae
47.10838,7.27395,Euphorbia cyparissias,Plantae
47.10838,7.27395,Brachypodium pinnatum,Plantae
47.10838,7.27395,Plantago lanceolata,Plantae
47.10838,7.27395,Salix alba,Plantae
47.10838,7.27395,Pilosella officinarum,Plantae
47.10838,7.27395,Euphorbia amygdaloides,Plantae
47.10838,7.27395,Juncus articulatus,Plantae
47.10838,7.27395,Agrostis gigantea,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.10838,7.27395,Melilotus officinalis,Plantae
47.10838,7.27395,Fragaria vesca,Plantae
47.10838,7.27395,Salix alba,Plantae
47.10838,7.27395,Rubus caesius,Plantae
47.10838,7.27395,Melica nutans,Plantae
47.10838,7.27395,Acer pseudoplatanus,Plantae
47.10838,7.27395,Prunella vulgaris,Plantae
47.10838,7.27395,Panicum capillare,Plantae
47.10838,7.27395,Euphorbia cyparissias,Plantae
47.10838,7.27395,Brachypodium pinnatum,Plantae
47.10838,7.27395,Ranunculus repens,Plantae
47.10838,7.27395,Fragaria vesca,Plantae
47.10838,7.27395,Carex pendula,Plantae
47.10838,7.27395,Nasturtium officinale,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Medicago lupulina,Plantae
47.10838,7.27395,Filipendula ulmaria,Plantae
47.10838,7.27395,Prunus spinosa,Plantae
47.10838,7.27395,Lysimachia vulgaris,Plantae
47.10838,7.27395,Elymus repens,Plantae
47.10838,7.27395,Potentilla reptans,Plantae
47.10838,7.27395,Molinia arundinacea,Plantae
47.10838,7.27395,Eupatorium cannabinum,Plantae
47.10838,7.27395,Quercus robur,Plantae
47.10838,7.27395,Euphorbia amygdaloides,Plantae
47.10838,7.27395,Carex flava,Plantae
47.10838,7.27395,Jacobaea vulgaris,Plantae
47.10838,7.27395,Myriophyllum spicatum,Plantae
47.10838,7.27395,Lycopus europaeus,Plantae
47.10838,7.27395,Alopecurus pratensis,Plantae
47.10838,7.27395,Salix purpurea,Plantae
47.10838,7.27395,Angelica sylvestris,Plantae
47.10838,7.27395,Scrophularia canina,Plantae
47.10838,7.27395,Tussilago farfara,Plantae
47.10838,7.27395,Plantago major,Plantae
47.10838,7.27395,Geum urbanum,Plantae
47.10838,7.27395,Potamogeton nodosus,Plantae
47.10838,7.27395,Clematis vitalba,Plantae
47.10838,7.27395,Salix alba,Plantae
47.10838,7.27395,Geranium robertianum,Plantae
47.10838,7.27395,Salix alba,Plantae
47.10838,7.27395,Cirsium vulgare,Plantae
47.10838,7.27395,Phragmites australis,Plantae
47.10838,7.27395,Alnus glutinosa,Plantae
47.10838,7.27395,Ranunculus repens,Plantae
47.10838,7.27395,Lythrum salicaria,Plantae
47.10838,7.27395,Euphorbia amygdaloides,Plantae
47.10838,7.27395,Populus alba,Plantae
47.10838,7.27395,Reseda lutea,Plantae
47.10838,7.27395,Daucus carota,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Populus canadensis,Plantae
47.10838,7.27395,Fragaria vesca,Plantae
47.10838,7.27395,Equisetum sylvaticum,Plantae
47.10838,7.27395,Prunella vulgaris,Plantae
47.10838,7.27395,Scirpus sylvaticus,Plantae
47.10838,7.27395,Mentha aquatica,Plantae
47.10838,7.27395,Pulicaria dysenterica,Plantae
47.10838,7.27395,Lycopus europaeus,Plantae
47.10838,7.27395,Prunus spinosa,Plantae
47.10838,7.27395,Lithospermum officinale,Plantae
47.10838,7.27395,Cornus sanguinea,Plantae
47.10838,7.27395,Clematis vitalba,Plantae
47.10838,7.27395,Salix eleagnos,Plantae
47.10838,7.27395,Juncus effusus,Plantae
47.10838,7.27395,Agrostis stolonifera,Plantae
47.10838,7.27395,Salix alba,Plantae
47.10838,7.27395,Mentha aquatica,Plantae
47.10838,7.27395,Viburnum opulus,Plantae
47.10838,7.27395,Salix caprea,Plantae
47.10838,7.27395,Melilotus albus,Plantae
47.10838,7.27395,Brachypodium pinnatum,Plantae
47.10838,7.27395,Sonchus oleraceus,Plantae
47.10838,7.27395,Phragmites australis,Plantae
47.10838,7.27395,Frangula alnus,Plantae
47.10838,7.27395,Bromus sterilis,Plantae
47.10838,7.27395,Fraxinus excelsior,Plantae
47.10838,7.27395,Ligustrum vulgare,Plantae
47.10838,7.27395,Carpinus betulus,Plantae
47.10838,7.27395,Sonchus asper,Plantae
47.10838,7.27395,Prunella vulgaris,Plantae
47.10838,7.27395,Ligustrum vulgare,Plantae
47.10838,7.27395,Equisetum arvense,Plantae
47.10838,7.27395,Prunus padus,Plantae
47.10838,7.27395,Ligustrum vulgare,Plantae
47.10838,7.27395,Erigeron canadensis,Plantae
47.10838,7.27395,Berberis vulgaris,Plantae
47.10838,7.27395,Salix caprea,Plantae
47.10838,7.27395,Plantago major,Plantae
47.10838,7.27395,Eupatorium cannabinum,Plantae
47.10838,7.27395,Viburnum lantana,Plantae
47.10838,7.27395,Ranunculus acris,Plantae
47.10838,7.27395,Lysimachia vulgaris,Plantae
47.10838,7.27395,Eupatorium cannabinum,Plantae
47.10838,7.27395,Quercus robur,Plantae
47.10838,7.27395,Lonicera xylosteum,Plantae
47.10838,7.27395,Crataegus monogyna,Plantae
47.10838,7.27395,Fagus sylvatica,Plantae
47.10838,7.27395,Populus alba,Plantae
47.10838,7.27395,Fagus sylvatica,Plantae
47.15335,7.27381,Solanum dulcamara,Plantae
47.15335,7.27381,Frangula alnus,Plantae
47.10838,7.27395,Equisetum arvense,Plantae
47.10838,7.27395,Equisetum hyemale,Plantae
47.10838,7.27395,Salix purpurea,Plantae
47.10838,7.27395,Melilotus albus,Plantae
47.15335,7.27381,Iberis amara,Plantae
47.10838,7.27395,Poa annua,Plantae
47.10838,7.27395,Euphorbia amygdaloides,Plantae
47.10838,7.27395,Acer pseudoplatanus,Plantae
47.10838,7.27395,Epilobium hirsutum,Plantae
47.10838,7.27395,Medicago lupulina,Plantae
47.10838,7.27395,Lythrum salicaria,Plantae
47.15335,7.27381,Teucrium montanum,Plantae
47.15335,7.27381,Andrena dorsata,Animalia
47.15335,7.27381,Andrena bicolor,Animalia
47.15335,7.27381,Andrena wilkella,Animalia
47.15335,7.27381,Cossus cossus,Animalia
47.10838,7.27395,Euplagia quadripunctaria,Animalia
47.15335,7.27381,Aglia tau,Animalia
47.15335,7.27381,Hemaris fuciformis,Animalia
47.15335,7.27381,Chamaesphecia empiformis,Animalia
47.15335,7.27381,Watsonalla cultraria,Animalia
47.15335,7.27381,Paranthrene tabaniformis,Animalia
47.10838,7.27395,Diplodoma laichartingella,Animalia
47.10838,7.27395,Narycia duplicella,Animalia
47.15335,7.27381,Deilephila porcellus,Animalia
47.15335,7.27381,Sphinx ligustri,Animalia
47.15335,7.27381,Aglia tau,Animalia
47.10838,7.27395,Phragmatobia fuliginosa,Animalia
47.15335,7.27381,Aglia tau,Animalia
47.10838,7.27395,Macroglossum stellatarum,Animalia
47.15335,7.27381,Euplagia quadripunctaria,Animalia
47.10838,7.27395,Nycteola revayana,Animalia
47.15335,7.27381,Mimas tiliae,Animalia
47.15335,7.27381,Macroglossum stellatarum,Animalia
47.15335,7.27381,Macroglossum stellatarum,Animalia
47.15335,7.27381,Acherontia atropos,Animalia
47.10838,7.27395,Anax imperator,Animalia
47.10838,7.27395,Onychogomphus forcipatus,Animalia
47.10838,7.27395,Calopteryx splendens,Animalia
47.10838,7.27395,Enallagma cyathigerum,Animalia
47.10838,7.27395,Anax imperator,Animalia
47.10838,7.27395,Ischnura elegans,Animalia
47.15335,7.27381,Anax imperator,Animalia
47.15335,7.27381,Orthetrum brunneum,Animalia
47.10838,7.27395,Orthetrum cancellatum,Animalia
47.10838,7.27395,Orthetrum cancellatum,Animalia
47.10838,7.27395,Aeshna grandis,Animalia
47.10838,7.27395,Sympetrum striolatum,Animalia
47.10838,7.27395,Calopteryx splendens,Animalia
47.10838,7.27395,Ophiogomphus cecilia,Animalia
47.10838,7.27395,Brachytron pratense,Animalia
47.15335,7.27381,Libellula quadrimaculata,Animalia
47.15335,7.27381,Ischnura elegans,Animalia
47.10838,7.27395,Erythromma najas,Animalia
47.10838,7.27395,Anax imperator,Animalia
47.10838,7.27395,Calopteryx splendens,Animalia
47.10838,7.27395,Platycnemis pennipes,Animalia
47.10838,7.27395,Orthetrum cancellatum,Animalia
47.10838,7.27395,Calopteryx splendens,Animalia
47.10838,7.27395,Ischnura elegans,Animalia
47.10838,7.27395,Platycnemis pennipes,Animalia
47.10838,7.27395,Erythromma najas,Animalia
47.10838,7.27395,Libellula fulva,Animalia
47.10838,7.27395,Libellula fulva,Animalia
47.10838,7.27395,Calopteryx splendens,Animalia
47.15335,7.27381,Libellula depressa,Animalia
47.10838,7.27395,Calopteryx splendens,Animalia
47.10838,7.27395,Erythromma najas,Animalia
47.10838,7.27395,Orthetrum brunneum,Animalia
47.10838,7.27395,Libellula quadrimaculata,Animalia
47.10838,7.27395,Calopteryx virgo,Animalia
47.15335,7.27381,Libellula depressa,Animalia
47.15335,7.27381,Libellula quadrimaculata,Animalia
47.15335,7.27381,Pyrrhosoma nymphula,Animalia
47.10838,7.27395,Erythromma viridulum,Animalia
47.10838,7.27395,Orthetrum cancellatum,Animalia
47.10838,7.27395,Anax imperator,Animalia
47.10838,7.27395,Aeshna grandis,Animalia
47.10838,7.27395,Somatochlora metallica,Animalia
47.10838,7.27395,Sympetrum sanguineum,Animalia
47.15335,7.27381,Ischnura elegans,Animalia
47.10838,7.27395,Anax imperator,Animalia
47.10838,7.27395,Platycnemis pennipes,Animalia
47.15335,7.27381,Orthetrum brunneum,Animalia
47.10838,7.27395,Anax imperator,Animalia
47.10838,7.27395,Anax imperator,Animalia
47.15335,7.27381,Enallagma cyathigerum,Animalia
47.10838,7.27395,Coenagrion puella,Animalia
47.10838,7.27395,Coenagrion pulchellum,Animalia
47.10838,7.27395,Sympetrum striolatum,Animalia
47.10838,7.27395,Erythromma viridulum,Animalia
47.10838,7.27395,Erythromma najas,Animalia
47.10838,7.27395,Anax imperator,Animalia
47.15335,7.27381,Ischnura elegans,Animalia
47.10838,7.27395,Ischnura elegans,Animalia
47.10838,7.27395,Aeshna grandis,Animalia
47.10838,7.27395,Ischnura elegans,Animalia
47.10838,7.27395,Cordulia aenea,Animalia
47.10838,7.27395,Ischnura elegans,Animalia
47.15335,7.27381,Coenagrion puella,Animalia
47.10838,7.27395,Platycnemis pennipes,Animalia
47.10838,7.27395,Ischnura elegans,Animalia
47.10838,7.27395,Sympetrum sanguineum,Animalia
47.15335,7.27381,Orthetrum brunneum,Animalia
47.10838,7.27395,Ischnura elegans,Animalia
47.10838,7.27395,Enallagma cyathigerum,Animalia
47.10838,7.27395,Orthetrum cancellatum,Animalia
47.10838,7.27395,Aeshna isoceles,Animalia
47.15335,7.27381,Ischnura elegans,Animalia
47.10838,7.27395,Sympetrum vulgatum,Animalia
47.10838,7.27395,Aeshna grandis,Animalia
47.10838,7.27395,Ischnura elegans,Animalia
47.10838,7.27395,Cordulia aenea,Animalia
47.10838,7.27395,Aeshna isoceles,Animalia
47.10838,7.27395,Coenagrion puella,Animalia
47.15335,7.27381,Calopteryx splendens,Animalia
47.15335,7.27381,Ischnura pumilio,Animalia
47.15335,7.27381,Ischnura elegans,Animalia
47.15335,7.27381,Ischnura elegans,Animalia
47.15335,7.27381,Erythromma viridulum,Animalia
47.10838,7.27395,Sympetrum sanguineum,Animalia
47.10838,7.27395,Erythromma viridulum,Animalia
47.10838,7.27395,Gomphus pulchellus,Animalia
47.10838,7.27395,Libellula fulva,Animalia
47.10838,7.27395,Libellula quadrimaculata,Animalia
47.10838,7.27395,Orthetrum cancellatum,Animalia
47.10838,7.27395,Aeshna isoceles,Animalia
47.10838,7.27395,Calopteryx virgo,Animalia
47.10838,7.27395,Erythromma viridulum,Animalia
47.15335,7.27381,Anax imperator,Animalia
47.10838,7.27395,Orthetrum cancellatum,Animalia
47.10838,7.27395,Enallagma cyathigerum,Animalia
47.10838,7.27395,Anax imperator,Animalia
47.10838,7.27395,Calopteryx splendens,Animalia
47.10838,7.27395,Pyrrhosoma nymphula,Animalia
47.10838,7.27395,Anax imperator,Animalia
47.15335,7.27381,Pyrrhosoma nymphula,Animalia
47.10838,7.27395,Brachytron pratense,Animalia
47.15335,7.27381,Pyrrhosoma nymphula,Animalia
47.10838,7.27395,Libellula depressa,Animalia
47.10838,7.27395,Ischnura elegans,Animalia
47.10838,7.27395,Ischnura elegans,Animalia
47.15335,7.27381,Aeshna grandis,Animalia
47.10838,7.27395,Platycnemis pennipes,Animalia
47.15335,7.27381,Aeshna cyanea,Animalia
47.10838,7.27395,Gomphus vulgatissimus,Animalia
47.10838,7.27395,Calopteryx splendens,Animalia
47.15335,7.27381,Sympetrum vulgatum,Animalia
47.15335,7.27381,Sympecma fusca,Animalia
47.15335,7.27381,Aeshna cyanea,Animalia
47.15335,7.27381,Sympecma fusca,Animalia
